width,noise,instance number, greedy mean,greedy stdev,pagerank value,regret value,optimal value
100,0.2,2,33.43,0.935793,33.4745,39.5608,41.9275
100,0.2,3,35.46,0.834882,37.7627,41.584,43.549
100,0.2,4,39.67,0.926834,40.4104,46.2235,48.5205
100,0.2,5,38.7,0.881901,40.3457,45.415,48.1071
100,0.2,6,37.46,0.877603,37.7495,43.1375,45.87
100,0.2,7,36.73,0.99838,38.0368,42.483,45.4226
100,0.2,8,38.69,0.85421,38.497,44.89,47.299
100,0.2,9,42.04,0.961703,42.1414,48.4563,50.4817
100,0.2,10,38.25,0.954189,38.9422,44.882,47.557
100,0.2,11,40.19,0.869737,40.2992,46.2248,48.4918
100,0.2,12,38.32,0.960173,39.9172,44.5762,47.2487
100,0.2,13,36.96,0.945143,37.5053,42.7853,46.388
100,0.2,14,37.96,0.959537,37.3556,44.4029,46.794
100,0.2,15,36.36,0.917409,36.3343,43.8817,46.0701
100,0.2,16,38.64,0.987758,40.334,44.7857,48.0756
100,0.2,17,35.77,1.00079,35.5446,42.2828,45.0787
100,0.2,18,36.84,0.984163,37.4211,43.2206,45.9018
100,0.2,19,34.66,0.940807,35.0549,40.8938,43.3894
100,0.21,0,34.31,0.851884,34.716,40.5165,42.3891
100,0.21,1,36.84,0.933935,36.8573,43.301,46.2781
100,0.21,2,38.12,1.04739,36.9346,44.63,47.4563
100,0.21,3,36.48,0.987324,37.3343,42.1909,45.4277
100,0.21,4,37.54,0.823426,39.8753,42.9602,46.459
100,0.21,5,38.59,0.965056,39.3186,45.0189,46.9806
100,0.21,6,39.85,1.12183,39.9697,46.413,48.0002
100,0.21,7,38.5,0.86715,38.4081,44.3482,46.6889
100,0.21,8,38.55,0.954095,39.6799,44.3954,46.6733
100,0.21,9,38.11,0.875431,38.2981,44.443,47.0036
100,0.21,10,41.11,0.941845,40.9124,47.3565,49.6721
100,0.21,11,38.39,0.899938,38.3568,44.1023,47.6482
100,0.21,12,38.27,0.922512,38.2756,44.8837,47.115
100,0.21,13,37.45,0.884264,37.838,42.9744,45.646
100,0.21,14,36.83,0.926243,37.473,43.1115,45.0407
100,0.21,15,36.84,0.974339,38.8477,42.8955,44.3101
100,0.21,16,36.48,0.836737,37.8796,42.7914,45.4383
100,0.21,17,38.72,0.782605,38.4339,43.9985,46.3728
100,0.21,18,34.77,0.875551,35.3217,40.6714,43.0999
100,0.21,19,36.33,0.928431,35.1917,42.6603,45.2921
100,0.22,0,40.48,0.93679,41.3572,45.7511,49.2797
100,0.22,1,39.27,0.89084,39.9074,44.6687,47.4254
100,0.22,2,36.18,1.00098,36.4862,42.4243,45.1626
100,0.22,3,39.41,1.05137,40.6107,45.4104,47.5075
100,0.22,4,40.64,0.914508,40.716,46.4505,48.5814
100,0.22,5,34.99,0.888363,36.1759,40.9062,43.0806
100,0.22,6,39.26,0.851519,39.3341,45.1159,47.6966
100,0.22,7,37.86,0.843562,38.0366,43.5397,45.47
100,0.22,8,37.94,0.835874,37.0938,43.3441,44.8516
100,0.22,9,37.15,0.918975,37.2581,43.5548,46.2007
100,0.22,10,38.94,0.852015,40.2638,44.9934,47.0938
100,0.22,11,36.36,0.973444,38.165,42.6496,44.8776
100,0.22,12,39.09,0.838693,39.1413,44.4512,47.1444
100,0.22,13,37.5,0.84022,37.9713,43.1512,45.5833
100,0.22,14,36.62,0.876406,37.5018,42.6793,44.2213
100,0.22,15,37.2,0.922884,37.586,43.8312,46.6459
100,0.22,16,37.27,0.849133,37.6624,42.6921,45.4587
100,0.22,17,36.9,0.891613,36.9957,43.1844,46.0422
100,0.22,18,37.87,0.875445,38.2294,43.3889,46.178
100,0.22,19,38.04,0.91211,39.0288,44.4846,46.7425
100,0.23,0,38.46,0.913814,39.1746,44.7883,45.9761
100,0.23,1,35.02,0.827084,34.8006,40.6792,43.0914
100,0.23,2,37.57,0.899317,39.0734,43.411,46.7629
100,0.23,3,34.59,0.946352,33.9541,40.416,42.604
100,0.23,4,39.93,0.817385,39.3461,45.8523,48.5522
100,0.23,5,37.02,0.95626,37.1198,43.2591,44.4956
100,0.23,6,38.04,0.874573,38.3161,43.7118,46.2603
100,0.23,7,37.06,0.898137,37.8861,42.6478,44.9847
100,0.23,8,38.84,1.01002,38.6188,44.3346,47.2043
100,0.23,9,40.44,0.839118,40.2229,46.4779,48.4925
100,0.23,10,38.63,0.972859,37.7939,43.8242,46.4122
100,0.23,11,36.08,0.894234,36.0382,40.7832,42.6532
100,0.23,12,36.32,0.793032,37.9414,41.1796,43.995
100,0.23,13,35.64,0.897164,35.6914,41.24,43.7482
100,0.23,14,41.55,0.93373,42.8093,48.4114,49.8001
100,0.23,15,37.27,0.836195,38.212,42.2676,44.7675
100,0.23,16,37.59,1.03824,38.9085,43.866,46.8065
100,0.23,17,36.07,0.940025,37.0036,41.8832,44.6927
100,0.23,18,39.79,0.850748,40.5659,45.1281,47.8983
100,0.23,19,36.36,1.04062,37.0898,43.0576,45.103
100,0.24,0,35.43,0.945785,37.4343,41.8214,43.721
100,0.24,1,38.23,0.946988,40.4142,43.0658,47.084
100,0.24,2,36.89,1.00488,36.7002,42.8267,45.2701
100,0.24,3,37.45,0.859857,37.5117,42.6438,45.6587
100,0.24,4,36.31,0.948636,36.9584,41.9239,43.7789
100,0.24,5,42.1,0.773909,40.9567,47.299,49.5614
100,0.24,6,38.64,0.883525,40.2905,44.755,47.4494
100,0.24,7,35.55,0.924092,36.1226,41.4596,44.1879
100,0.24,8,37.93,0.883002,38.5533,44.2303,46.2906
100,0.24,9,37.86,0.860278,38.1027,43.0699,45.4947
100,0.24,10,35.61,0.993045,35.5566,41.9967,44.9965
100,0.24,11,37.25,0.855218,37.2679,42.3652,45.3278
100,0.24,12,38.99,0.921244,39.8864,45.139,47.5594
100,0.24,13,38.34,0.813754,39.6677,44.1711,46.3167
100,0.24,14,39.65,0.908474,40.5842,45.599,48.0214
100,0.24,15,37.7,0.962595,39.7361,44.0798,45.9703
100,0.24,16,39.09,0.842361,39.1227,43.633,46.5182
100,0.24,17,36.7,0.781069,37.8779,41.8628,44.3644
100,0.24,18,39.86,0.901143,40.3789,46.0527,48.1792
100,0.24,19,38.97,0.900514,40.6259,44.5254,46.5046
100,0.25,0,38.92,0.790412,39.8425,45.0638,47.1931
100,0.25,1,39.65,0.857393,41.1896,44.4095,47.4151
100,0.25,2,35.73,0.816644,36.1795,41.1806,44.0409
100,0.25,3,39.44,0.940384,39.713,45.2956,47.9228
100,0.25,4,37.44,0.906219,37.7411,43.6935,46.3256
100,0.25,5,37.82,0.811828,37.858,43.0558,45.9275
100,0.25,6,39.16,0.922495,39.4947,45.9087,48.3992
100,0.25,7,35.28,0.937059,36.1214,40.9701,43.5508
100,0.25,8,37.08,0.959953,37.31,42.4575,44.8259
100,0.25,9,36.75,0.902633,37.9992,42.4275,44.3074
100,0.25,10,36.71,0.864089,36.8078,42.1519,45.4175
100,0.25,11,35.95,0.886917,36.6302,41.7605,43.9524
100,0.25,12,36.51,0.85131,37.1,42.2077,45.1612
100,0.25,13,38.3,0.824466,39.3839,42.9686,45.6746
100,0.25,14,39.03,0.843099,38.7511,44.9186,48.1261
100,0.25,15,34.02,0.902021,35.1618,39.8928,41.7832
100,0.25,16,38.97,0.935522,37.4528,44.7832,47.5791
100,0.25,17,36.14,0.829504,36.6371,42.6328,45.0666
100,0.25,18,37.28,0.828171,37.2334,42.3069,45.2719
100,0.25,19,35.09,0.881386,34.8827,40.6937,41.8923
100,0.26,0,38.97,0.937334,37.8365,45.1681,47.1215
100,0.26,1,37.19,0.8495,37.7305,42.853,44.8633
100,0.26,2,38.35,0.844998,38.6774,44.6676,46.7081
100,0.26,3,41.59,0.876972,42.3241,47.0121,48.9723
100,0.26,4,37.84,0.83687,38.3057,43.4763,45.8826
100,0.26,5,37.14,0.904576,37.5768,42.6481,45.4489
100,0.26,6,35.9,0.915297,36.0609,41.6524,44.1865
100,0.26,7,37.26,0.783981,37.9464,42.8216,45.7457
100,0.26,8,38.42,0.870719,39.5391,43.5847,45.701
100,0.26,9,38.18,0.862024,38.469,43.4854,46.7256
100,0.26,10,37.87,0.809293,38.6889,42.6473,45.5014
100,0.26,11,38.26,0.980562,38.5015,43.99,45.9143
100,0.26,12,35.8,0.819079,36.0846,41.8968,44.1577
100,0.26,13,35.85,0.95349,36.2937,42.2899,45.5561
100,0.26,14,35.35,0.995798,37.7945,41.6244,43.5976
100,0.26,15,35.99,0.857466,37.3664,41.1834,43.5737
100,0.26,16,36,0.828872,36.5097,41.0172,43.7943
100,0.26,17,35.96,0.944101,36.0919,41.7042,44.2262
100,0.26,18,39.65,0.847019,39.7695,45.2004,48.3351
100,0.26,19,39,0.887018,36.8003,43.4067,47.4199
100,0.27,0,38.01,0.856172,40.2778,43.6179,46.1353
100,0.27,1,40.15,0.947237,39.6506,45.8666,47.7239
100,0.27,2,39.67,0.934115,41.9928,46.0557,48.1155
100,0.27,3,37.02,0.892876,38.7952,43.0224,45.4569
100,0.27,4,39.21,0.888673,39.5622,43.8452,44.6908
100,0.27,5,39.75,0.874654,38.5517,45.066,47.9107
100,0.27,6,38.31,0.927404,39.2297,43.8381,45.71
100,0.27,7,36.87,0.83645,36.6689,42.6041,44.9537
100,0.27,8,37.94,0.838679,39.112,43.0712,45.0782
100,0.27,9,38.99,0.834227,39.6731,45.176,47.3348
100,0.27,10,35.92,0.847942,35.4384,39.9435,42.6097
100,0.27,11,40.03,0.864241,39.9905,45.2339,47.9497
100,0.27,12,35.58,0.90962,34.6168,41.4004,43.4812
100,0.27,13,38.75,0.876449,38.8944,44.7209,46.9662
100,0.27,14,40.21,0.888684,39.5526,45.5342,47.9956
100,0.27,15,38.16,0.8677,38.114,43.8138,46.472
100,0.27,16,39.67,0.868488,39.7084,45.2566,47.5556
100,0.27,17,36.94,0.90907,37.7366,42.5436,44.6587
100,0.27,18,39.27,0.807268,39.0103,44.4061,47.1363
100,0.27,19,37.65,0.834009,36.6671,43.2431,45.4536
100,0.28,0,37.81,0.874345,38.872,44.1456,46.1788
100,0.28,1,36.65,0.991991,37.3533,42.3889,45.3038
100,0.28,2,37.9,0.826241,38.5696,42.9409,45.106
100,0.28,3,36.62,0.938503,37.338,42.317,44.7222
100,0.28,4,36.68,0.872569,37.2295,41.1643,43.3217
100,0.28,5,39.45,0.902437,40.0637,44.8792,47.3373
100,0.28,6,41.95,0.815697,43.5681,47.5553,49.9795
100,0.28,7,40.39,0.956218,39.8007,46.0931,48.9299
100,0.28,8,36.31,0.953751,38.0411,41.9287,44.7087
100,0.28,9,41.02,0.865185,41.3507,46.4388,48.8115
100,0.28,10,38.08,0.953793,38.4107,43.2621,45.9532
100,0.28,11,38.74,0.848882,38.5557,43.3538,46.0294
100,0.28,12,40.42,0.939964,40.1417,46.3808,48.475
100,0.28,13,42.43,0.814829,43.6094,47.4446,50.3313
100,0.28,14,37.41,0.843251,37.6745,41.9954,45.196
100,0.28,15,38.99,0.899025,39.4393,44.1591,47.2888
100,0.28,16,37.18,0.788478,37.4588,42.3044,44.8204
100,0.28,17,39.84,0.86356,39.7585,45.2606,47.3747
100,0.28,18,40,0.947806,42.3856,45.3903,48.478
100,0.28,19,39.92,0.801533,40.5252,45.072,47.9377
100,0.29,0,37.29,0.875879,37.2672,42.9928,45.4569
100,0.29,1,38,0.799847,38.3004,42.9655,44.9306
100,0.29,2,37.56,0.871968,37.7622,42.5617,45.4339
100,0.29,3,38.38,0.872109,39.7967,43.2358,45.8495
100,0.29,4,37.1,0.845495,37.9554,43.0457,45.666
100,0.29,5,38.25,0.925371,38.1787,42.9689,46.5288
100,0.29,6,35.79,0.89909,36.5529,41.3536,43.435
100,0.29,7,38.01,0.882672,38.1155,43.2383,45.1511
100,0.29,8,34.72,0.901455,34.9054,41.4353,43.7757
100,0.29,9,40.43,0.956131,40.3785,44.8535,47.7608
100,0.29,10,38.59,0.844992,38.2951,44.4858,46.4301
100,0.29,11,38.08,0.838355,38.7445,43.2294,46.1078
100,0.29,12,36.92,0.959427,37.4331,41.5598,44.5858
100,0.29,13,37.74,0.917414,37.1906,42.9843,45.238
100,0.29,14,38.41,0.928455,38.3384,43.9708,46.8216
100,0.29,15,39.94,1.02627,39.1538,45.2589,48.2241
100,0.29,16,40.13,0.793821,39.2298,45.1344,46.7001
100,0.29,17,33.18,0.814883,34.2187,38.0429,40.2077
100,0.29,18,37.87,0.77246,39.3807,42.5939,45.2174
100,0.29,19,35.99,0.896254,36.865,41.4128,43.8254
100,0.3,0,38.83,0.86041,39.5989,44.1849,46.7034
100,0.3,1,37.69,0.918884,38.8617,43.9035,45.914
100,0.3,2,40.06,0.821655,39.6583,44.3915,47.2929
100,0.3,3,38.12,0.838814,39.3285,42.8297,44.1224
100,0.3,4,38.32,0.870768,38.0433,44.0269,46.3157
100,0.3,5,36.68,0.804266,36.2149,41.6245,44.2128
100,0.3,6,37.91,0.880023,38.3225,43.7766,45.9544
100,0.3,7,38.29,0.865119,39.2174,43.2266,46.2493
100,0.3,8,35.69,0.834182,35.8423,41.1875,44.0479
100,0.3,9,38.04,0.87364,37.8461,43.5703,45.2564
100,0.3,10,39.97,0.849064,40.296,44.5293,46.6986
100,0.3,11,35.87,0.831749,36.2995,41.7621,43.8698
100,0.3,12,40.71,0.774731,41.572,45.5043,48.0223
100,0.3,13,38.71,0.912752,38.7417,44.1708,46.6902
100,0.3,14,42.03,0.783018,42.6247,46.2871,49.3325
100,0.3,15,36.78,0.833416,37.4139,41.7258,43.9658
100,0.3,16,37.14,0.913748,38.1929,42.7139,45.3217
100,0.3,17,39.96,0.850047,41.7327,44.605,46.7156
100,0.3,18,36.88,0.882511,37.0696,42.3096,44.6322
100,0.3,19,38.51,0.897889,39.88,43.5363,45.5545
100,0.31,0,37.31,0.845131,37.5275,42.1906,44.9011
100,0.31,1,37.32,0.813676,37.3597,42.4398,45.1528
100,0.31,2,35.54,0.933027,35.3332,41.4186,43.3218
100,0.31,3,37.96,0.863162,37.1462,43.355,45.5839
100,0.31,4,38.15,0.882764,38.081,43.9114,45.6782
100,0.31,5,38.66,0.806967,38.9244,43.6195,45.8569
100,0.31,6,37.41,0.837785,38.7538,42.0871,44.8804
100,0.31,7,38.23,0.915791,39.5436,43.4507,44.675
100,0.31,8,37.9,0.871687,38.505,42.9047,45.7534
100,0.31,9,40.4,0.849541,40.3165,45.4942,47.352
100,0.31,10,38.35,0.866357,39.1321,42.6516,44.4475
100,0.31,11,37.43,0.8152,38.0221,42.1877,45.1839
100,0.31,12,37.62,0.864844,37.9134,42.9099,46.012
100,0.31,13,37.53,0.760352,38.3398,42.5405,45.3022
100,0.31,14,38.65,0.77519,38.238,43.58,46.3376
100,0.31,15,36.34,0.809479,35.9404,41.0971,43.2966
100,0.31,16,37.25,0.864106,36.2031,42.6846,45.0343
100,0.31,17,36.43,0.867309,36.6132,41.5068,44.2347
100,0.31,18,42.08,0.854042,41.6349,46.9518,48.8994
100,0.31,19,38.23,0.882981,39.1016,43.6522,46.0778
100,0.32,0,39.69,0.875303,40.5165,45.5253,47.8892
100,0.32,1,38.18,0.86336,39.0451,43.7304,46.0349
100,0.32,2,36.8,0.811287,38.7075,41.3483,43.6387
100,0.32,3,41.04,0.83123,41.6786,46.5638,48.7573
100,0.32,4,36.77,0.848043,35.5261,41.5942,44.3145
100,0.32,5,36.78,0.743957,38.213,41.3522,44.3174
100,0.32,6,37.38,0.783079,37.5186,42.044,44.8808
100,0.32,7,40.95,0.80243,40.9395,46.6362,49.0004
100,0.32,8,38.95,0.803899,38.9266,43.3908,45.9937
100,0.32,9,37.42,0.824542,35.9551,42.8559,44.3642
100,0.32,10,36.62,0.819523,37.8429,41.0931,43.1651
100,0.32,11,37.64,0.857287,38.2688,42.9075,44.6138
100,0.32,12,37.21,0.924988,38.1879,42.6568,45.3733
100,0.32,13,37.55,0.800293,37.7049,42.6586,44.6444
100,0.32,14,36.54,0.820972,37.5555,41.648,43.6849
100,0.32,15,36.75,0.889396,37.8416,42.7352,45.1357
100,0.32,16,37.83,0.912488,38.6409,42.6967,45.7312
100,0.32,17,39.49,0.946851,40.4192,44.9959,46.8313
100,0.32,18,39.41,0.859312,39.3897,44.2876,46.3748
100,0.32,19,37.13,0.877976,38.4583,42.0851,44.9905
100,0.33,0,38.05,0.883846,37.6656,42.5795,46.0653
100,0.33,1,38.78,0.83247,39.1212,43.225,45.2642
100,0.33,2,38.77,1.01913,37.9167,43.9761,45.7448
100,0.33,3,38.24,0.779597,39.9211,43.3744,44.9104
100,0.33,4,36.66,0.854506,36.2186,41.709,44.2066
100,0.33,5,40.5,0.852156,40.7372,45.2814,47.6024
100,0.33,6,41.1,0.793709,43.2088,46.0566,48.785
100,0.33,7,36.56,0.896397,36.2206,42.0195,43.9629
100,0.33,8,38.49,0.858471,39.4184,42.7589,45.5875
100,0.33,9,40.24,0.885924,40.7273,45.0549,47.2788
100,0.33,10,38.07,0.871867,38.7586,43.0157,45.3912
100,0.33,11,37.65,0.84864,39.3919,41.5289,45.3043
100,0.33,12,37.47,0.809912,37.9968,41.3955,44.6513
100,0.33,13,38.77,0.894767,37.9699,44.1354,46.6106
100,0.33,14,39.43,0.850828,39.3508,43.6399,47.1531
100,0.33,15,37.53,0.804443,37.1669,42.0252,44.7013
100,0.33,16,41.06,0.893035,40.8925,46.7359,48.771
100,0.33,17,39.37,0.848129,39.7618,44.6663,47.2153
100,0.33,18,41.05,0.750928,41.4758,46.178,48.6952
100,0.33,19,37.18,0.878129,39.0824,41.7445,45.3416
100,0.34,0,40.58,0.878102,41.9596,45.2258,48.2925
100,0.34,1,38.04,0.811059,38.8502,42.3646,45.2793
100,0.34,2,37.03,0.773986,37.5526,41.533,44.0112
100,0.34,3,36.07,0.79051,36.8651,40.517,43.2906
100,0.34,4,36.35,0.915598,36.8691,40.6522,43.7234
100,0.34,5,37.8,0.841056,38.2503,43.321,45.7928
100,0.34,6,38.21,0.891983,39.6441,42.393,45.3108
100,0.34,7,39.12,0.855121,39.3209,44.3643,46.8556
100,0.34,8,37.95,0.866702,39.0094,42.6931,45.3432
100,0.34,9,38.32,0.864459,39.3812,43.3761,45.6774
100,0.34,10,38,0.910045,39.1384,43.5352,45.4852
100,0.34,11,37.76,0.878351,39.0093,42.7373,45.6177
100,0.34,12,39.58,0.842798,40.3206,44.7626,47.0476
100,0.34,13,38.2,0.859308,38.8446,43.3224,45.2716
100,0.34,14,37.44,0.806335,38.0758,41.738,44.5259
100,0.34,15,38.03,0.78702,38.6514,42.611,44.2387
100,0.34,16,36.84,0.829057,36.6803,41.921,44.5778
100,0.34,17,37.4,0.756975,37.682,41.1726,44.422
100,0.34,18,38.75,0.800234,39.3712,43.1793,46.2225
100,0.34,19,39.77,0.863985,41.1332,44.5438,47.2177
100,0.35,0,38.87,0.790357,40.1778,43.774,45.7892
100,0.35,1,38.85,0.750606,40.0776,44.0065,46.4282
100,0.35,2,38.91,0.861778,39.3228,43.3299,45.9974
100,0.35,3,38.84,0.776455,38.0621,42.9067,45.1933
100,0.35,4,37.14,0.763693,37.4195,41.3568,43.7756
100,0.35,5,37.58,0.870595,39.0698,43.3205,45.1332
100,0.35,6,39.08,0.834555,39.3009,44.1215,46.4613
100,0.35,7,40.87,0.863443,41.0886,45.7905,48.6317
100,0.35,8,38.47,0.828365,38.4128,42.61,45.3959
100,0.35,9,38.47,0.848644,38.4241,43.0224,45.3425
100,0.35,10,37.69,0.755765,37.3652,43.1921,45.0349
100,0.35,11,39.65,0.846141,40.2403,44.7098,47.4909
100,0.35,12,36.94,0.83292,37.4946,42.058,44.4096
100,0.35,13,37.66,0.790085,38.036,41.0405,44.5261
100,0.35,14,37.88,0.885348,38.807,42.9096,44.4985
100,0.35,15,37.97,0.766585,38.0432,43.042,45.2467
100,0.35,16,38.59,0.784958,38.3666,43.6193,46.0328
100,0.35,17,38.56,0.787312,38.5719,42.9032,45.7297
100,0.35,18,36.33,0.867992,37.6584,41.1926,43.6996
100,0.35,19,35.58,0.855856,35.8266,40.9124,42.8706
100,0.36,0,37.36,0.826132,37.2531,42.7087,44.7144
100,0.36,1,37.83,0.801128,38.0265,42.6771,45.3029
100,0.36,2,36.75,0.834051,36.8338,42.6866,44.3359
100,0.36,3,42.99,0.796218,43.5169,47.1501,49.4617
100,0.36,4,38.47,0.810739,38.9221,43.4994,45.2436
100,0.36,5,37.93,0.743014,39.3483,41.1475,43.2857
100,0.36,6,37.91,0.864074,39.8286,42.8141,45.2668
100,0.36,7,39.28,0.769714,39.3569,44.0826,46.2888
100,0.36,8,38.04,0.864363,38.5376,42.666,45.5384
100,0.36,9,37.21,0.860852,37.3576,41.9398,44.8585
100,0.36,10,38.91,0.812929,39.3638,43.5781,45.5002
100,0.36,11,39.74,0.82511,39.4946,44.6808,47.0769
100,0.36,12,40.52,0.811126,40.7801,45.0908,47.5526
100,0.36,13,39.2,0.869673,39.9475,44.037,46.2297
100,0.36,14,41.01,0.778959,40.4808,45.4926,48.3376
100,0.36,15,38.03,0.807135,38.6274,42.7759,45.5188
100,0.36,16,38.4,0.841303,38.5297,43.0678,45.5936
100,0.36,17,38.03,0.789928,38.3153,42.2399,44.8187
100,0.36,18,35.73,0.865195,36.5369,40.4092,43.0878
100,0.36,19,36.26,0.762259,35.9842,39.7964,43.0068
100,0.37,0,36.58,0.78877,38.2309,41.0671,43.8789
100,0.37,1,39.27,0.796958,39.3729,43.058,45.4982
100,0.37,2,41.51,0.811889,41.9419,45.9903,48.778
100,0.37,3,39.61,0.827426,40.2162,43.7304,46.8805
100,0.37,4,36.64,0.897273,36.4331,41.954,43.9261
100,0.37,5,39.35,0.782556,40.543,43.5008,46.0054
100,0.37,6,40.16,0.77802,41.7434,45.0551,47.1292
100,0.37,7,38.42,0.782715,38.5258,43.2625,45.8293
100,0.37,8,34.83,0.806966,34.0832,39.2613,41.8249
100,0.37,9,38.71,0.778768,39.0767,43.3066,45.9132
100,0.37,10,40.29,0.701588,40.4429,43.7498,47.334
100,0.37,11,39.22,0.804677,39.9559,42.6019,44.7327
100,0.37,12,38.27,0.841696,39.4366,43.7595,45.7472
100,0.37,13,39.79,0.76198,40.5115,44.5187,47.2719
100,0.37,14,38.12,0.873383,37.7288,43.1718,45.4776
100,0.37,15,38.32,0.813743,39.2078,42.6622,44.4223
100,0.37,16,39.01,0.850734,39.6126,43.8066,46.2721
100,0.37,17,38.46,0.763072,39.1338,43.2933,45.2081
100,0.37,18,37.81,0.859704,37.9543,42.6464,44.5266
100,0.37,19,38.61,0.765009,39.3118,42.96,46.0257
100,0.38,0,38.76,0.821328,39.3399,43.2434,45.7029
100,0.38,1,39.86,0.840669,39.9574,44.4273,46.6285
100,0.38,2,39.51,0.887471,39.4383,44.4469,47.4932
100,0.38,3,40.56,0.830231,41.3036,44.658,47.4348
100,0.38,4,39.71,0.793849,41.0914,44.0706,46.3518
100,0.38,5,38.16,0.74757,38.5119,41.7703,44.723
100,0.38,6,39.91,0.731715,40.8699,44.0445,47.0799
100,0.38,7,40.58,0.786404,41.8698,44.5303,47.1599
100,0.38,8,40.32,0.801325,40.9256,44.6008,47.0175
100,0.38,9,42.95,0.759655,42.9701,47.9958,49.6939
100,0.38,10,38.5,0.833935,39.3852,43.1875,45.3202
100,0.38,11,39.1,0.80012,38.7589,43.0992,45.7851
100,0.38,12,40.96,0.827794,42.117,45.855,48.1123
100,0.38,13,38.45,0.817081,38.9171,42.8998,45.25
100,0.38,14,36.1,0.820845,36.0816,40.555,43.299
100,0.38,15,38.9,0.851739,41.2974,43.9688,45.6679
100,0.38,16,39.58,0.791106,39.3833,44.5556,46.8457
100,0.38,17,39.51,0.754126,41.2801,44.1308,46.7687
100,0.38,18,39.4,0.820227,40.5211,44.5679,47.2675
100,0.38,19,39.32,0.872479,38.9185,44.4052,46.0485
100,0.39,0,39.44,0.814212,40.6978,43.8388,46.0435
100,0.39,1,38.26,0.753717,38.6655,42.8034,44.1377
100,0.39,2,39.05,0.84491,40.1833,43.5385,46.0239
100,0.39,3,38.32,0.847328,39.4423,43.053,45.3801
100,0.39,4,38.43,0.691763,39.5738,42.7516,44.9698
100,0.39,5,39.71,0.81062,40.1732,44.7638,47.2169
100,0.39,6,41.1,0.763186,41.8016,45.7187,47.4568
100,0.39,7,39.38,0.831612,38.5908,44.8711,46.1937
100,0.39,8,36.69,0.875364,37.108,41.7164,44.2917
100,0.39,9,39.66,0.796518,39.9213,44.1213,45.8949
100,0.39,10,37.54,0.871437,37.6987,42.7529,44.6708
100,0.39,11,38.42,0.823483,38.8521,43.4464,45.5635
100,0.39,12,38.43,0.719203,38.4064,42.8372,45.4118
100,0.39,13,40.84,0.769586,41.429,45.1935,47.864
100,0.39,14,38.73,0.757718,39.2664,43.4319,46.0486
100,0.39,15,39.6,0.779612,40.455,43.4637,46.0053
100,0.39,16,38.81,0.755586,39.4395,43.487,46.1378
100,0.39,17,37.91,0.80079,37.8009,41.9881,44.8515
100,0.39,18,38.3,0.784025,38.6122,42.7238,45.6263
100,0.39,19,37.56,0.814924,38.4604,42.4216,44.7183
100,0.4,0,38.44,0.81325,39.0014,43.3315,45.4112
